name,debut,start,end,salary,birth
Nick Johnson,2014,2018,2018,1349383,1992
Nick Johnson,2014,2016,2016,874636,1992
Nick Richards,2020,2023,2025,5000000,1997
Nick Young,2007,2017,2017,5192000,1985
Nick Young,2007,2018,2018,1650024,1985
Nickeil Alexander-Walker,2019,2023,2024,4500000,1998
Nicolas Batum,2008,2022,2023,11277084,1988
Nicolas Batum,2008,2021,2022,3249280,1988
Nicolas Batum,2008,2020,2020,2564753,1988
Nicolas Batum,2008,2016,2020,24000000,1988
Nicolas Batum,2008,2016,2020,23217391.5,1988
Nicolas Brussino,2015,2016,2018,832994,1993
Nicolas Claxton,2019,2022,2023,8625000,1999
Nicolas Laprovittola,2012,2016,2016,543471,1990
Nik Stauskas,2014,2018,2018,540472,1993
Nik Stauskas,2014,2018,2018,1621415,1993
Nik Stauskas,2014,2020,2020,2028594,1993
Nik Stauskas,2014,2021,2021,11146,1993
Nik Stauskas,2014,2021,2021,2089448,1993
Nik Stauskas,2014,2021,2022,1308728,1993
Nikola Jokic,2015,2023,2027,55224526,1995
Nikola Jokic,2015,2018,2022,29542010,1995
Nikola Mirotic,2014,2017,2018,7500000,1991
Nikola Vucevic,2011,2015,2018,13250000,1990
Nikola Vucevic,2011,2019,2022,25000000,1990
Nikola Vucevic,2011,2023,2025,20000000,1990
Noah Vonleh,2014,2018,2018,1621415,1995
Noah Vonleh,2014,2019,2019,2000000,1995
Noah Vonleh,2014,2020,2020,1361659,1995
Noah Vonleh,2014,2020,2020,2028594,1995
Noah Vonleh,2014,2022,2022,2463490,1995
Norman Powell,2015,2018,2021,10491264,1993
Norman Powell,2015,2021,2025,18000000,1993
Norris Cole,2011,2016,2016,288131,1988
Norris Cole,2011,2015,2015,3036927,1988
Norvel Pelle,2014,2022,2022,1902133,1993
Norvel Pelle,2014,2020,2021,1100797,1993
Norvel Pelle,2014,2020,2020,1079322,1993
Norvel Pelle,2014,2020,2020,1445697,1993
Norvel Pelle,2014,2019,2019,934085,1993
Norvel Pelle,2014,2018,2018,838464,1993
Norvel Pelle,2014,2021,2021,9593,1993
Norvel Pelle,2014,2020,2020,9902,1993
Norvel Pelle,2018,2022,2022,1902133,1993
Norvel Pelle,2018,2021,2021,9593,1993
Norvel Pelle,2018,2020,2021,1100797,1993
Norvel Pelle,2018,2020,2020,9902,1993
Norvel Pelle,2018,2020,2020,1079322,1993
Norvel Pelle,2018,2020,2020,1445697,1993
Norvel Pelle,2018,2019,2019,934085,1993
OG Anunoby,2017,2021,2024,18000000,1997
Okaro White,2016,2017,2017,7416,1992
Okaro White,2016,2017,2018,791015,1992
Okaro White,2016,2018,2018,1187862,1992
Okaro White,2016,2018,2018,1512601,1992
Okaro White,2016,2022,2022,1836090,1992
Okaro White,2014,2022,2022,1836090,1992
Okaro White,2014,2018,2018,1187862,1992
Okaro White,2014,2018,2018,1512601,1992
Okaro White,2014,2017,2018,791015,1992
Okaro White,2014,2017,2017,7416,1992
Okaro White,2014,2016,2017,761803,1992
Okaro White,2014,2016,2016,3197,1992
Okaro White,2014,2016,2017,724360,1992
Olivier Sarr,2021,2022,2022,1637966,1999
Omer Asik,2010,2015,2019,11595505,1986
Omer Asik,2011,2015,2019,11595505,1986
Omer Yurtseven,2020,2023,2024,2730000,1998
Omer Yurtseven,2020,2021,2022,1620852,1998
Omri Casspi,2009,2018,2018,2176260,1988
Omri Casspi,2009,2017,2017,2106470,1988
Omri Casspi,2009,2016,2016,185710,1988
Omri Casspi,2009,2015,2016,2900000,1988
Onyeka Okongwu,2020,2024,2027,15495000,2000
Oshae Brissett,2019,2023,2024,2314473,1998
Oshae Brissett,2019,2020,2021,1435261,1998
Oshae Brissett,2019,2020,2020,9902,1998
Oshae Brissett,2019,2020,2021,1573645,1998
Otto Porter Jr.,2013,2017,2020,26631244,1993
Otto Porter Jr.,2013,2021,2021,2389641,1993
Otto Porter Jr.,2013,2022,2023,6150000,1993
P.J. Dozier,2017,2022,2023,1476377,1996
P.J. Dozier,2017,2022,2022,12260,1996
P.J. Dozier,2017,2022,2022,2133278,1996
P.J. Dozier,2017,2019,2021,1285590,1996
P.J. Dozier,2017,2019,2019,1620564,1996
P.J. Hairston,2014,2016,2016,980431,1992
P.J. Tucker,2006,2022,2024,11014500,1985
P.J. Tucker,2006,2021,2022,7175000,1985
P.J. Tucker,2006,2017,2020,7969537,1985
P.J. Tucker,2006,2016,2019,12000000,1990
P.J. Tucker,2006,2012,2015,3183295,1990
P.J. Tucker,2006,2018,2018,1757429,1992
P.J. Tucker,2006,2017,2017,347525,1992
P.J. Tucker,2006,2017,2018,1686123,1992
P.J. Tucker,2006,2013,2016,2240575,1992
P.J. Tucker,2006,2014,2016,5500000,1985
P.J. Tucker,2006,2012,2013,823244,1985
Pablo Prigioni,1999,2016,2017,1114977,1977
Pablo Prigioni,1999,2015,2015,981348,1977
Pablo Prigioni,2012,2016,2017,1114977,1977
Pablo Prigioni,2012,2015,2015,981348,1977
Pascal Siakam,2016,2020,2023,34226304,1994
Pat Connaughton,2015,2018,2019,1682025,1993
Pat Connaughton,2015,2020,2022,5333333,1993
Pat Connaughton,2015,2023,2025,9423869,1993
Pat Connaughton,2015,2017,2021,25200000,1990
Pat Connaughton,2015,2013,2016,10250001,1990
Pat Connaughton,2015,2009,2012,1889465,1990
Pat Connaughton,2015,2023,2024,11000000,1987
Pat Connaughton,2015,2020,2020,808073,1988
Pat Connaughton,2015,2020,2020,2564753,1988
Pat Connaughton,2015,2020,2020,1194542,1987
Pat Connaughton,2015,2018,2020,7000000,1987
Pat Connaughton,2015,2017,2017,565718,1987
Pat Connaughton,2015,2017,2017,6000000,1987
Pat Connaughton,2015,2022,2022,2628597,1990
Pat Connaughton,2015,2020,2020,2174318,1990
Pat Connaughton,2015,2016,2019,9607500,1990
Pat Connaughton,2015,2008,2011,4532359,1987
Pat Connaughton,2015,2016,2019,12500000,1988
Pat Connaughton,2015,2012,2015,1368493,1988
Patrick Beverley,2010,2015,2018,5756757,1988
Patrick Beverley,2010,2019,2021,13333333,1988
Patrick Beverley,2010,2022,2022,801614,1988
Patrick Beverley,2010,2022,2022,13000000,1988
Patrick Beverley,2010,2023,2023,3196448,1988
Patrick Beverley,2009,2023,2023,3196448,1988
Patrick Beverley,2009,2022,2022,801614,1988
Patrick Beverley,2009,2022,2022,13000000,1988
Patrick Beverley,2009,2019,2021,13333333,1988
Patrick Beverley,2009,2015,2018,5756757,1988
Patrick Beverley,2010,2019,2020,1573645,1992
Patrick Beverley,2010,2015,2015,3089,1992
Patrick Beverley,2010,2015,2016,699865,1992
Patrick Beverley,2010,2023,2023,1047112,1988
Patrick Beverley,2010,2022,2023,6640975,1988
Patrick Beverley,2010,2020,2022,20475000,1988
Patrick Beverley,2010,2017,2019,21587579,1988
Patrick Beverley,2010,2012,2014,661830,1988
Patrick McCaw,2016,2018,2018,786211,1995
Patrick McCaw,2016,2018,2019,3000000,1995
Patrick McCaw,2016,2019,2020,4000000,1995
Patrick McCaw,2016,2022,2022,2133278,1995
Patrick Patterson,2010,2021,2021,2641691,1989
Patrick Patterson,2010,2020,2020,3077704,1989
Patrick Patterson,2010,2019,2019,2331593,1989
Patrick Patterson,2010,2017,2019,5451600,1989
Patty Mills,2009,2023,2023,734816,1988
Patty Mills,2009,2022,2023,6640975,1988
Patty Mills,2009,2021,2022,6037250,1988
Patty Mills,2009,2017,2020,12000000,1988
Patty Mills,2009,2014,2016,4333333,1988
Patty Mills,2009,2012,2013,1109535,1988
Patty Mills,2009,2011,2011,261829,1988
Patty Mills,2009,2010,2010,937195,1988
Pau Gasol,2001,2016,2017,15848750,1980
Pau Gasol,2001,2017,2019,16000000,1980
Pau Gasol,2001,2018,2018,527467,1980
Pau Gasol,2001,2019,2019,2564753,1980
Paul George,2010,2021,2024,44066367,1990
Paul George,2010,2018,2021,34227984,1990
Paul George,2010,2014,2018,18314532,1990
Paul Millsap,2006,2021,2021,2641691,1985
Paul Millsap,2006,2020,2020,10000000,1985
Paul Millsap,2006,2017,2019,30000000,1985
Paul Millsap,2006,2015,2017,20072033,1985
Paul Pierce,1998,2015,2017,3527920,1977
Paul Reed,2020,2023,2025,7851717,1999
Paul Watson,2017,2023,2023,2092354,1994
Paul Watson,2017,2020,2021,1573645,1994
Paul Watson,2017,2019,2019,5075,1994
Paul Watson,2017,2018,2018,838464,1994
Paul Watson,2018,2023,2023,2092354,1994
Paul Watson,2018,2020,2021,1573645,1994
Paul Watson,2018,2019,2019,5075,1994
Phil Pressey,2013,2016,2016,1015696,1991
Phil Pressey,2013,2015,2015,5572,1991
Phil Pressey,2013,2015,2015,897126,1991
Phil Pressey,2013,2015,2015,947276,1991
Pierre Jackson,2014,2016,2016,3197,1991
Pierre Jackson,2014,2016,2016,342067,1991
Pierre Jackson,2014,2015,2017,879794,1991
PJ Washington,2019,2023,2025,15500000,1998
Quenton Jackson,2022,2023,2023,1801769,1998
Quincy Acy,2012,2018,2018,10697,1990
Quincy Acy,2012,2016,2017,1749815,1990
Quincy Acy,2012,2016,2016,6182,1990
Quincy Acy,2012,2016,2016,1114977,1990
Quincy Acy,2012,2015,2016,1016155,1990
Quincy Pondexter,2010,2018,2018,2165481,1988
Quinn Cook,2015,2016,2016,3197,1993
Quinn Cook,2015,2016,2016,543471,1993
Quinn Cook,2015,2016,2017,664298,1993
Quinn Cook,2015,2017,2018,779892,1993
Quinn Cook,2015,2017,2018,1428781,1993
Quinn Cook,2015,2019,2020,3000000,1993
Quinn Cook,2015,2020,2020,11898,1993
Quinn Cook,2015,2020,2020,1737145,1993
Quinn Cook,2015,2021,2021,1939350,1993
Quinn Cook,2015,2022,2022,2133278,1993
Quinn Cook,2017,2022,2022,2133278,1993
Quinn Cook,2017,2021,2021,1939350,1993
Quinn Cook,2017,2020,2020,11898,1993
Quinn Cook,2017,2020,2020,1737145,1993
Quinn Cook,2017,2019,2020,3000000,1993
Quinn Cook,2017,2016,2017,664298,1993
Quinn Cook,2017,2016,2016,3197,1993
Quinn Cook,2017,2016,2016,543471,1993
Quinn Cook,2017,2015,2015,525093,1993
Quinndary Weatherspoon,2019,2021,2021,9593,1996
Quinndary Weatherspoon,2019,2021,2021,1669178,1996
Quinndary Weatherspoon,2019,2023,2023,2092354,1996
R.J. Barrett,2019,2023,2026,26750000,2000
R.J. Hunter,2015,2016,2017,939546,1993
R.J. Hunter,2015,2018,2018,1567007,1993
R.J. Hunter,2015,2023,2023,2165000,1993
RaiQuan Gray,2021,2023,2023,1801769,1999
RaiQuan Gray,2021,2022,2022,1017781,1999
RaiQuan Gray,2022,2023,2023,1801769,1999
Rajon Rondo,2006,2015,2015,9500000,1986
Rajon Rondo,2006,2016,2017,13698500,1986
Rajon Rondo,2006,2017,2017,3300000,1986
Rajon Rondo,2006,2018,2018,9000000,1986
Rajon Rondo,2006,2019,2020,2592179,1986
Rajon Rondo,2006,2020,2021,7500000,1986
Rajon Rondo,2006,2021,2021,2641691,1986
Rajon Rondo,2006,2019,2020,2564753,1986
Ramon Sessions,2007,2017,2017,355218,1986
Ramon Sessions,2007,2017,2017,2328652,1986
Ramon Sessions,2007,2016,2016,6000000,1986
Ramon Sessions,2007,2017,2017,13156,1986
Randy Foye,2006,2016,2016,2500000,1983
Randy Foye,2006,2013,2015,3045000,1983
Randy Foye,2006,2012,2012,2500000,1983
Randy Foye,2006,2010,2011,4250000,1983
Rashad Vaughn,2015,2018,2018,1621415,1996
Rashad Vaughn,2015,2017,2017,8313,1996
Rasual Butler,2002,2016,2016,1551659,1979
Rasual Butler,2002,2015,2015,1499187,1979
Raul Neto,2015,2018,2019,2200000,1992
Raul Neto,2015,2019,2019,1737145,1992
Raul Neto,2015,2020,2020,1882867,1992
Raul Neto,2015,2021,202,2089448,1992
Raul Neto,2015,2022,2022,2463490,1992
Raul Neto,2013,2022,2022,2463490,1992
Raul Neto,2013,2021,2021,2089448,1992
Raul Neto,2013,2020,2020,1882867,1992
Raul Neto,2013,2019,2019,1737145,1992
Raul Neto,2013,2018,2019,2200000,1992
Raul Neto,2013,2015,2017,910849,1992
Ray McCallum,2013,2016,2016,5975,1991
Ray McCallum,2013,2016,2016,59747,1991
Ray McCallum,2013,2016,2016,1015696,1991
Ray McCallum,2013,2015,2015,5572,1991
Rayjon Tucker,2019,2022,2022,1902133,1997
Rayjon Tucker,2019,2021,2023,1270879,1997
Rayjon Tucker,2019,2021,2021,9593,1997
Rayjon Tucker,2019,2021,2021,1669178,1997
Rayjon Tucker,2019,2020,2020,1445697,1997
Rayjon Tucker,2019,2021,2021,1789256,1996
Rayjon Tucker,2019,2017,2020,3044680,1996
Rayjon Tucker,2019,2021,2021,1729217,1994
Rayjon Tucker,2019,2020,2020,1678854,1994
Rayjon Tucker,2019,2017,2019,1394397,1994
Rayjon Tucker,2019,2023,2023,3196448,1988
Rayjon Tucker,2019,2022,2022,2905865,1988
Raymond Felton,2005,2016,2016,1551659,1984
Raymond Felton,2005,2017,2017,2328652,1984
Raymond Felton,2005,2018,2018,2393887,1984
Reggie Bullock,2013,2017,2018,2500000,1991
Reggie Bullock,2013,2019,2020,4100000,1991
Reggie Bullock,2013,2021,2023,10012800,1991
Reggie Bullock,2013,2023,2023,3196448,1991
Reggie Hearn,2017,2019,2019,1445697,1995
Reggie Jackson,2011,2015,2019,16000000,1990
Reggie Jackson,2011,2019,2019,734025,1990
Reggie Jackson,2011,2020,2020,2331593,1990
Reggie Jackson,2011,2021,2022,10799880,1990
Reggie Jackson,2011,2022,2022,918516,1990
Reggie Jackson,2011,2023,2024,5125000,1990
Reggie Perry,2020,2022,2022,1836090,2000
Reggie Perry,2020,2021,2021,1712,2000
Reggie Perry,2020,2021,2021,8558,2000
Reggie Perry,2020,2021,2021,1489065,2000
Richard Jefferson,2001,2015,2015,1499187,1980
Richard Jefferson,2001,2016,2018,2537500,1980
Richard Jefferson,2001,2017,2017,2302340,1980
Richaun Holmes,2015,2021,2024,11630640,1993
Richaun Holmes,2015,2019,2020,4886175,1993
Ricky Rubio,2011,2015,2018,13750000,1990
Ricky Rubio,2011,2019,2021,17000000,1990
Ricky Rubio,2011,2022,2024,6146342,1990
RJ Hampton,2020,2022,2023,1241321,2001
RJ Hampton,2020,2023,2023,12025,2001
Robbie Hummel,2013,2016,2017,1015838,1989
Robert Covington,2013,2018,2021,11719782,1990
Robert Covington,2013,2022,2023,12000000,1990
Robert Covington,2013,2014,2017,1148232,1990
Robert Sacre,2012,2016,2016,1050961,1989
Robert Williams III,2018,2022,2025,12000000,1997
Robert Woodard II,2020,2022,2022,1836090,1999
Robin Lopez,2009,2015,2018,13503875,1988
Robin Lopez,2009,2019,2020,4886175,1988
Robin Lopez,2009,2020,2020,7300000,1988
Robin Lopez,2009,2021,2021,5000000,1988
Robin Lopez,2009,2022,2022,2905865,1988
Robin Lopez,2009,2023,2023,3196448,1988
Robin Lopez,2008,2023,2023,3196448,1988
Robin Lopez,2008,2022,2022,2905865,1988
Robin Lopez,2008,2021,2021,5000000,1988
Robin Lopez,2008,2020,2020,7300000,1988
Robin Lopez,2008,2019,2020,4886175,1988
Robin Lopez,2008,2015,2018,13503875,1988
Rodney Hood,2014,2018,2018,3472887,1992
Rodney Hood,2014,2019,2020,5860950,1992
Rodney Hood,2014,2020,2021,10449348,1992
Rodney Hood,2014,2021,2021,2239544,1992
Rodney McGruder,2013,2016,2018,1133678,1991
Rodney McGruder,2013,2019,2021,5000000,1991
Rodney McGruder,2013,2021,2021,1939350,1991
Rodney McGruder,2013,2022,2022,2298385,1991
Rodney McGruder,2013,2023,2023,2709849,1991
Rodney Purvis,2017,2018,2018,1349383,1994
Rodney Stuckey,2007,2015,2017,7000000,1986
Rodney Stuckey,2007,2014,2014,1227985,1986
Rodney Stuckey,2007,2011,2013,8500000,1986
Romeo Langford,2019,2023,2023,2165000,1999
Ron Baker,2016,2018,2018,948581,1993
Ron Baker,2016,2017,2018,4436200,1993
Ronald Roberts,2014,2015,2016,699865,1991
Rondae Hollis-Jefferson,2015,2019,2019,2500000,1995
Rondae Hollis-Jefferson,2015,2020,2020,12896,1995
Rondae Hollis-Jefferson,2015,2020,2020,245031,1995
Rondae Hollis-Jefferson,2015,2020,2020,1882867,1995
Roy Devyn Marble,2014,2019,2019,1620564,1992
Roy Hibbert,2008,2016,2016,5000000,1986
Royce O'Neale,2017,2020,2023,9000000,1993
Rudy Gay,2006,2023,2023,3196448,1986
Rudy Gay,2006,2021,2023,6184500,1986
Rudy Gay,2006,2019,2020,16000000,1986
Rudy Gay,2006,2018,2018,10087200,1986
Rudy Gay,2006,2017,2018,8616150,1986
Rudy Gay,2006,2015,2017,13333333,1986
Rudy Gobert,2013,2021,2025,41000000,1992
Rudy Gobert,2013,2017,2020,25500000,1992
Rui Hachimura,2019,2023,2025,17000000,1998
Russell Westbrook,2008,2023,2024,3931632,1988
Russell Westbrook,2008,2022,2022,784914,1988
Russell Westbrook,2008,2018,2022,41358814,1988
Russell Westbrook,2008,2016,2018,28530608,1988
Russell Westbrook,2008,2012,2016,15719062,1988
Ryan Anderson,2008,2016,2019,20000000,1988
Ryan Anderson,2008,2019,2019,2564753,1988
Ryan Anderson,2008,2012,2015,8500000,1988
Ryan Arcidiacono,2016,2018,2018,1349383,1994
Ryan Arcidiacono,2016,2019,2020,3000000,1994
Ryan Arcidiacono,2016,2021,2021,586136,1994
Ryan Arcidiacono,2016,2021,2021,10283,1994
Ryan Arcidiacono,2016,2021,2021,1789256,1994
Ryan Arcidiacono,2016,2022,2022,2133278,1994
Ryan Arcidiacono,2016,2023,2023,2528233,1994
Ryan Broekhoff,2018,2019,2019,163356,1990
Ryan Broekhoff,2018,2020,2020,1620564,1990
Ryan Hollins,2006,2015,2015,344733,1984
Ryan Hollins,2006,2015,2015,8017,1984
Ryan Hollins,2006,2015,2015,849806,1984
Ryan Hollins,2006,2015,2015,1082301,1984
Ryan Hollins,2006,2015,2015,1362897,1984
Ryan Kelly,2013,2016,2016,286785,1991
Ryan Kelly,2013,2016,2017,1033797,1991
Ryan Kelly,2013,2016,2016,1015696,1991
Ryan Rollins,2022,2015,2019,7000000,1990
Ryan Rollins,2022,2012,2014,768202,1990
Saben Lee,2020,2021,2023,1714613,1999
Saben Lee,2020,2022,2022,10552,1999
Saben Lee,2020,2022,2022,1836090,1999
Salah Mejri,2015,2018,2018,531189,1986
Salah Mejri,2015,2018,2018,1567007,1986
Sam Dekker,2015,2021,2021,1789256,1994
Sam Merrill,2020,2022,2022,10552,1996
Sam Merrill,2020,2022,2023,1916664,1996
Sam Merrill,2020,2022,2024,1670744,1996
Sam Merrill,2020,2014,2014,2984,1990
Sam Merrill,2020,2014,2014,507336,1990
Sam Merrill,2020,2017,2017,1312611,1992
Sandro Mamukelashvili,2021,2023,2023,2019706,1999
Sandro Mamukelashvili,2021,2022,2022,357717,1999
Sandro Mamukelashvili,2021,2020,2020,7300000,1988
Sandro Mamukelashvili,2021,2019,2020,4886175,1988
Sasha Vezenkov,2017,2023,2025,6658536,1995
Sasha Vujacic,2004,2016,2016,1410598,1984
Sasha Vujacic,2004,2015,2015,1356146,1984
Scott Machado,2012,2018,2018,7624,1990
Scott Machado,2012,2018,2018,1349383,1990
Scotty Pippen Jr.,2022,2023,2023,1801769,2000
Sean Kilpatrick,2014,2015,2015,4971,1990
Sean Kilpatrick,2014,2015,2016,912745,1990
Sean Kilpatrick,2014,2015,2017,750951,1990
Sean Kilpatrick,2014,2017,2017,8612,1990
Sean Kilpatrick,2014,2017,2017,818130,1990
Sean Kilpatrick,2014,2017,2019,2066667,1990
Sean McDermott,2020,2022,2022,1637966,1995
Sean McDermott,2020,2021,2021,1489065,1995
Sekou Doumbouya,2019,2022,2022,1902133,2000
Serge Ibaka,2008,2022,2022,2905851,1989
Serge Ibaka,2008,2020,2021,9489450,1989
Serge Ibaka,2008,2017,2019,21666667,1989
Serge Ibaka,2009,2022,2022,2905851,1989
Serge Ibaka,2009,2020,2021,9489450,1989
Serge Ibaka,2009,2017,2019,21666667,1989
Serge Ibaka,2009,2005,2008,4540136,1986
Serge Ibaka,2009,2019,2019,2564753,1980
Serge Ibaka,2009,2018,2018,527467,1980
Serge Ibaka,2009,2017,2019,16000000,1980
Serge Ibaka,2009,2016,2017,15848750,1980
Serge Ibaka,2009,2014,2016,7448760,1980
Seth Curry,2013,2015,2016,981486,1990
Seth Curry,2013,2016,2017,2963205,1990
Seth Curry,2013,2018,2018,2795000,1990
Seth Curry,2013,2019,2022,8000000,1990
Seth Curry,2013,2023,2024,4000000,1990
Seth Curry,2013,2014,2014,4803,1990
Seth Curry,2013,2014,2014,816482,1990
Shabazz Muhammad,2013,2018,2018,1757429,1992
Shabazz Muhammad,2013,2017,2017,347525,1992
Shabazz Muhammad,2013,2017,2018,1686123,1992
Shabazz Napier,2014,2018,2019,1893862,1991
Shai Gilgeous-Alexander,2018,2022,2026,35859950,1998
Shake Milton,2018,2023,2023,552938,1996
Shake Milton,2018,2023,2024,5000000,1996
Shake Milton,2018,2019,2021,1664676,1996
Shane Larkin,2013,2017,2017,1524305,1992
Shane Larkin,2013,2015,2016,1500000,1992
Shannon Scott,2015,2018,2018,838464,1992
Shaquille Harrison,2016,2017,2017,4608,1993
Shaquille Harrison,2016,2017,2018,758241,1993
Shaquille Harrison,2016,2018,2019,1449748,1993
Shaquille Harrison,2016,2019,2019,898310,1993
Shaquille Harrison,2016,2020,2020,1678854,1993
Shaquille Harrison,2016,2021,2021,10283,1993
Shaquille Harrison,2016,2021,2021,1789256,1993
Shaquille Harrison,2016,2022,2022,1212782,1993
Shaquille Harrison,2016,2022,2022,12260,1993
Shaquille Harrison,2016,2022,2022,2133278,1993
Shaquille Harrison,2016,2023,2023,14530,1993
Shaquille Harrison,2016,2023,2023,2528233,1993
Sharife Cooper,2021,2023,2023,10355,2001
Sharife Cooper,2021,2023,2023,1801769,2001
Sharife Cooper,2021,2022,2022,1637966,2001
Shaun Livingston,2004,2017,2019,7897436,1985
Shayne Whittington,2014,2015,2016,912745,1991
Sheldon McClellan,2016,2019,2019,9156,1992
Shelvin Mack,2011,2018,2018,2029463,1990
Shelvin Mack,2011,2017,2018,6000000,1990
Sindarius Thornwell,2017,2020,2020,11499,1994
Sindarius Thornwell,2017,2020,2020,1678854,1994
Sindarius Thornwell,2017,2019,2019,183115,1994
Sindarius Thornwell,2017,2019,2019,1620564,1994
Skal Labissiere,2016,2020,2020,1737145,1996
Skal Labissiere,2016,2023,2023,2165000,1996
Skylar Mays,2020,2023,2023,1863879,1997
Skylar Mays,2020,2022,2022,1055,1997
Skylar Mays,2020,2022,2022,10552,1997
Skylar Mays,2020,2022,2022,1836090,1997
Skylar Mays,2020,2021,2021,34231,1997
Solomon Hill,2013,2021,2021,2389641,1991
Solomon Hill,2013,2020,2020,2174318,1991
Solomon Hill,2013,2016,2019,12000000,1991
Spencer Dinwiddie,2014,2016,2017,1015838,1993
Spencer Dinwiddie,2014,2016,2018,967911,1993
Spencer Dinwiddie,2014,2019,2021,11454048,1993
Spencer Dinwiddie,2014,2021,2023,18000000,1993
Spencer Dinwiddie,2014,2023,2023,1554664,1993
Stanley Johnson,2015,2019,2020,3713575,1996
Stanley Johnson,2015,2021,2021,12008,1996
Stanley Johnson,2015,2021,2021,2089448,1996
Stanley Johnson,2015,2021,2022,1620069,1996
Stanley Johnson,2015,2022,2022,1670643,1996
Stanley Umude,2022,2023,2023,1801769,1999
Stanley Umude,2022,2023,2024,1329577,1999
Stephen Curry,2009,2017,2021,40231758,1988
Stephen Curry,2009,2022,2025,53838416,1988
Stephen Zimmerman,2016,2022,2022,1637966,1996
Stephen Zimmerman,2016,2017,2017,1312611,1996
Sterling Brown,2017,2020,2020,1678854,1995
Sterling Brown,2017,2021,2022,3000000,1995
Sterling Brown,2017,2022,2022,12260,1995
Steve Novak,2006,2016,2016,1551659,1983
Steve Novak,2006,2015,2015,424903,1983
Steven Adams,2013,2023,2024,12600000,1993
Steven Adams,2013,2021,2022,17500000,1993
Steven Adams,2013,2017,2020,25000000,1993
Sviatoslav Mykhailiuk,2018,2021,2022,1803969,1997
Sviatoslav Mykhailiuk,2018,2022,2022,1968175,1997
Sviatoslav Mykhailiuk,2018,2023,2023,2346614,1997
T.J. McConnell,2015,2021,2024,8400000,1992
T.J. McConnell,2015,2019,2020,3500000,1992
T.J. Warren,2014,2023,2023,317307,1993
T.J. Warren,2014,2023,2023,16700,1993
T.J. Warren,2014,2022,2022,2628597,1993
T.J. Warren,2014,2018,2021,11750000,1993
Taj Gibson,2009,2017,2018,14000000,1985
Taj Gibson,2009,2019,2020,10000000,1985
Taj Gibson,2009,2020,2020,2283684,1985
Taj Gibson,2009,2021,2022,5050000,1985
Taj Gibson,2009,2022,2022,2905851,1985
Taj Gibson,2009,2023,2023,18370,1985
Taj Gibson,2009,2023,2023,551112,1985
Taj Gibson,2009,2023,2023,183704,1985
Taj Gibson,2009,2023,2023,2241188,1985
Taj Gibson,2009,2023,2023,3196448,1985
Talen Horton-Tucker,2019,2021,2023,10260000,2000
Tarik Black,2014,2021,2021,1789256,1991
Tarik Black,2014,2017,2017,3290000,1991
Tarik Black,2014,2016,2017,6423163,1991
Tarik Phillip,2017,2018,2019,713163,1993
Taurean Prince,2016,2020,2021,12625000,1994
Taurean Prince,2016,2022,2023,7277500,1994
Taurean Prince,2016,2023,2023,4516000,1994
Tayshaun Prince,2002,2015,2015,1499187,1980
Terance Mann,2019,2023,2024,11000000,1996
Terence Davis,2019,2021,2022,4000000,1997
Terrence Jones,2012,2016,2016,247285,1992
Terrence Jones,2012,2016,2016,1050961,1992
Terrence Ross,2012,2022,2022,918516,1991
Terrence Ross,2012,2019,2022,13500000,1991
Terrence Ross,2012,2016,2018,10500000,1991
Terry Rozier,2015,2019,2021,18900000,1994
Terry Rozier,2015,2022,2025,24064674,1994
Terry Taylor,2021,2023,2024,2108338,1999
Thabo Sefolosha,2006,2019,2019,2564753,1984
Thabo Sefolosha,2006,2017,2018,5250000,1984
Thaddeus Young,2007,2015,2018,13500000,1988
Thaddeus Young,2007,2019,2021,14545000,1988
Thaddeus Young,2007,2022,2023,8000000,1988
Thaddeus Young,2007,2023,2023,1010371,1988
Thaddeus Young,2007,2011,2014,8600000,1988
Thanasis Antetokounmpo,2014,2023,2023,2346614,1992
Thanasis Antetokounmpo,2014,2021,2022,1803969,1992
Thanasis Antetokounmpo,2014,2019,2020,1573645,1992
Thanasis Antetokounmpo,2014,2015,2016,699865,1992
Thanasis Antetokounmpo,2015,2024,2027,17500000,1995
Thanasis Antetokounmpo,2015,2022,2023,9350000,1995
Thanasis Antetokounmpo,2015,2018,2021,1762260,1995
Thanasis Antetokounmpo,2015,2024,2027,33600000,1990
Thanasis Antetokounmpo,2015,2021,2024,33749333,1990
Thanasis Antetokounmpo,2015,2020,2022,1153592,1997
Thanasis Antetokounmpo,2015,2021,2021,1729217,1992
Thanasis Antetokounmpo,2015,2020,2020,1620564,1992
Thanasis Antetokounmpo,2015,2003,2004,493489,1981
Thanasis Antetokounmpo,2015,2023,2023,13486,1996
Thanasis Antetokounmpo,2015,2023,2023,2346614,1996
Thanasis Antetokounmpo,2015,2022,2023,2273291,1996
Thanasis Antetokounmpo,2015,2021,2021,10283,1996
Thanasis Antetokounmpo,2015,2016,2018,832994,1992
Thanasis Antetokounmpo,2015,2019,2019,1620564,1992
Thanasis Antetokounmpo,2015,2017,2017,1312611,1992
Thanasis Antetokounmpo,2015,2016,2016,874636,1992
Theo Pinson,2018,2019,2019,1445697,1995
Theo Pinson,2018,2021,2021,9938,1995
Theo Pinson,2018,2021,2021,1729217,1995
Theo Pinson,2018,2022,2022,1968175,1995
Thomas Bryant,2017,2023,2024,2686788,1997
Thomas Bryant,2017,2022,2022,2133278,1997
