name,debut,start,end,salary,birth
Greg Monroe,2010,2021,2021,55208,1990
Greg Monroe,2010,2021,2021,13802,1990
Greg Monroe,2010,2018,2018,85640,1990
Greg Monroe,2010,2018,2018,12234,1990
Greg Monroe,2010,2018,2018,2165481,1990
Greg Monroe,2010,2017,2017,5000000,1990
Greg Monroe,2010,2015,2017,17145838,1990
Greg Smith,2011,2015,2016,635265,1991
Hamidou Diallo,2018,2021,2022,5200000,1998
Hamidou Diallo,2018,2023,2023,13486,1998
Hamidou Diallo,2018,2023,2023,2346614,1998
Harrison Barnes,2012,2016,2019,23609631,1992
Harrison Barnes,2012,2019,2022,21250000,1992
Harrison Barnes,2012,2023,2025,18000000,1992
Harry Giles,2017,2020,2020,1678854,1998
Harry Giles,2017,2021,2021,1789256,1998
Harry Giles,2017,2023,2023,2165000,1998
Hassan Whiteside,2010,2016,2019,24604885,1989
Hassan Whiteside,2010,2020,2020,2320044,1989
Hassan Whiteside,2010,2021,2021,2401537,1989
Haywood Highsmith,2018,2021,2023,1315247,1996
Haywood Highsmith,2018,2021,2021,8558,1996
Haywood Highsmith,2018,2021,2021,1489065,1996
Haywood Highsmith,2018,2019,2019,1445697,1996
Henri Drell,2022,2023,2023,1119563,2000
Henry Ellenson,2016,2018,2018,8546,1997
Henry Ellenson,2016,2018,2019,993594,1997
Henry Ellenson,2016,2020,2020,11898,1997
Henry Ellenson,2016,2020,2021,1857078,1997
Henry Sims,2012,2016,2016,1050961,1990
Henry Sims,2012,2015,2015,46181,1990
Henry Sims,2012,2015,2015,5773,1990
Henry Sims,2012,2015,2015,981348,1990
Henry Sims,2012,2013,2014,852058,1990
Herb Jones,2021,2023,2026,13456968,1998
Hollis Thompson,2012,2019,2019,1737145,1991
Hollis Thompson,2012,2016,2016,5975,1991
Ian Clark,2013,2015,2015,947276,1991
Ian Clark,2013,2016,2016,1015696,1991
Ian Clark,2013,2017,2017,1577230,1991
Ian Clark,2013,2018,2018,1757429,1991
Ian Mahinmi,2005,2016,2019,16000000,1986
Ian Mahinmi,2007,2016,2019,16000000,1986
Ian Mahinmi,2007,2012,2015,4000000,1986
Ian Mahinmi,2007,2010,2011,823244,1986
Ignas Brazdeikis,2019,2020,2020,49510,1999
Ignas Brazdeikis,2019,2020,2020,99020,1999
Ike Anigbogu,2017,2020,2020,1620564,1998
Iman Shumpert,2011,2015,2018,10000000,1990
Iman Shumpert,2011,2019,2019,2031677,1990
Iman Shumpert,2011,2020,2020,15970,1990
Iman Shumpert,2011,2020,2020,1708770,1990
Isaac Bonga,2018,2021,2021,1729217,1999
Isaiah Briscoe,2017,2018,2021,1499751,1996
Isaiah Canaan,2013,2016,2017,1051721,1991
Isaiah Canaan,2013,2017,2017,1069308,1991
Isaiah Canaan,2013,2017,2017,1514854,1991
Isaiah Canaan,2013,2017,2017,1577230,1991
Isaiah Canaan,2013,2018,2018,9161,1991
Isaiah Canaan,2013,2018,2018,1757429,1991
Isaiah Cousins,2016,2018,2018,838464,1994
Isaiah Hartenstein,2018,2020,2021,1691680,1998
Isaiah Hartenstein,2018,2021,2021,1729217,1998
Isaiah Hartenstein,2018,2022,2023,8000000,1998
Isaiah Hartenstein,2017,2022,2023,8000000,1998
Isaiah Hartenstein,2017,2021,2021,1729217,1998
Isaiah Hartenstein,2017,2020,2021,1691680,1998
Isaiah Hartenstein,2017,2018,2020,1306392,1998
Isaiah Joe,2020,2022,2024,1999440,1999
Isaiah Roby,2019,2023,2023,2165000,1998
Isaiah Roby,2019,2022,2023,1233293,1998
Isaiah Stewart,2020,2024,2027,15000000,2001
Isaiah Taylor,2016,2019,2020,1691680,1994
Isaiah Taylor,2016,2018,2018,1512601,1994
Isaiah Taylor,2016,2017,2018,1476688,1994
Isaiah Thomas,2011,2023,2023,110222,1989
Isaiah Thomas,2011,2023,2023,18370,1989
Isaiah Thomas,2011,2021,2021,276039,1989
Isaiah Thomas,2011,2021,2021,13802,1989
Isaiah Thomas,2011,2020,2020,15891,1989
Isaiah Thomas,2011,2019,2019,2320044,1989
Isaiah Thomas,2011,2018,2018,2029463,1989
Isaiah Thomas,2011,2018,2019,2320044,1989
Ishmael Smith,2010,2015,2015,1100602,1988
Ishmael Smith,2010,2016,2018,6000000,1988
Ishmael Smith,2010,2019,2020,6000000,1988
Ishmael Smith,2010,2021,2022,4612500,1988
Ishmael Smith,2010,2023,2023,3196448,1988
Ishmail Wainright,2021,2022,2023,1201374,1994
Ivica Zubac,2016,2022,2024,10933333,1997
Ivica Zubac,2016,2019,2021,7000000,1997
J.J Hickson,2008,2015,2015,366337,1988
J.J. O'Brien,2015,2016,2016,874636,1992
J.J. Redick,2006,2017,2017,23000000,1984
J.J. Redick,2006,2018,2018,12250000,1984
J.J. Redick,2006,2019,2020,13250000,1984
J.P. Tokoto,2015,2016,2016,543471,1993
J.R. Smith,2004,2015,2016,5187500,1985
J.R. Smith,2004,2016,2019,14250000,1985
J.R. Smith,2004,2019,2019,289803,1985
Ja Morant,2019,2023,2027,39446090,1999
Jabari Brown,2014,2016,2016,874636,1992
Jabari Parker,2014,2021,2021,2239544,1995
Jabari Parker,2014,2020,2021,1356882,1995
Jabari Parker,2014,2019,2020,6500000,1995
Jabari Parker,2014,2018,2018,20000000,1995
Jack Cooley,2013,2017,2017,50000,1991
Jack Cooley,2013,2015,2015,845059,1991
Jack White,2022,2023,2023,6213,1997
Jack White,2022,2023,2024,1961232,1997
Jae Crowder,2012,2023,2023,3196448,1990
Jae Crowder,2012,2020,2022,9720900,1990
Jae Crowder,2012,2015,2019,7000000,1990
Jae Crowder,2012,2019,2022,9720900,1990
Jae Crowder,2012,2023,2023,3196448,1986
Jae Crowder,2012,2022,2022,2905851,1986
Jae Crowder,2012,2021,2021,1958501,1986
Jae Crowder,2012,2020,2020,3623000,1986
Jae Crowder,2012,2020,2020,1445697,1997
Jae Crowder,2012,2019,2020,1048277,1997
Jae¡¯Sean Tate,2020,2022,2024,6876811,1995
Jahlil Okafor,2015,2018,2019,1634747,1995
Jahlil Okafor,2015,2020,2021,2006445,1995
Jahlil Okafor,2015,2021,2021,2089448,1995
Jahmi'us Ramsey,2020,2023,2023,11608,2001
Jahmi'us Ramsey,2020,2023,2023,2019706,2001
Jahmi'us Ramsey,2020,2022,2022,1836090,2001
Jahmi'us Ramsey,2020,2023,0 te,11608,2001
Jaime Echenique,2020,2022,2022,1017781,1997
Jaime Echenique,2020,2021,2021,5318,1997
Jaime Echenique,2020,2021,2021,925258,1997
JaKarr Sampson,2014,2020,2020,1882867,1993
JaKarr Sampson,2014,2019,2019,1737145,1993
JaKarr Sampson,2014,2018,2018,8853,1993
JaKarr Sampson,2014,2018,2018,1567007,1993
JaKarr Sampson,2014,2017,2017,50000,1993
JaKarr Sampson,2014,2016,2016,980431,1993
JaKarr Sampson,2014,2015,2016,619460,1993
Jake Layman,2016,2019,2021,3761085,1994
Jake Layman,2016,2022,2022,2298385,1994
Jakob Poeltl,2016,2023,2026,19500000,1995
Jakob Poeltl,2016,2020,2022,8750000,1995
Jaleel Roberts,2015,2016,2016,543471,1992
Jalen Brunson,2018,2022,2025,26000000,1996
Jalen Harris,2020,2022,2022,1637966,1998
Jalen Jones,2016,2018,2018,1349383,1993
Jalen Jones,2016,2019,2019,1620564,1993
Jalen McDaniels,2019,2023,2024,4628900,1998
Jalen Smith,2020,2022,2024,5043773,2000
Jamal Crawford,2000,2019,2019,289803,1980
Jamal Crawford,2000,2018,2018,2393887,1980
Jamal Crawford,2000,2017,2018,4436200,1980
Jamal Crawford,2000,2016,2018,14000000,1980
Jamal Crawford,2000,2012,2015,5337500,1980
Jamal Crawford,2000,2011,2011,2500000,1980
Jamal Crawford,2000,2004,2010,7920000,1980
Jamal Murray,2016,2020,2024,31650600,1997
Jameer Nelson,2004,2015,2017,4540525,1982
Jameer Nelson,2004,2017,2017,2262871,1982
Jamel Artis,2017,2018,2018,1349383,1993
James Anderson,2010,2015,2016,1077272,1989
James Ennis III,2014,2015,2015,24855,1990
James Ennis III,2014,2015,2015,4971,1990
James Ennis III,2014,2016,2017,2963205,1990
James Ennis III,2014,2018,2018,1733358,1990
James Ennis III,2014,2019,2020,2006445,1990
James Ennis III,2014,2020,2020,3300000,1990
James Ennis III,2014,2021,2021,12871,1990
James Ennis III,2013,2021,2021,12871,1990
James Ennis III,2013,2020,2020,3300000,1990
James Ennis III,2013,2019,2020,2006445,1990
James Ennis III,2013,2018,2018,1733358,1990
James Ennis III,2013,2016,2017,2963205,1990
James Ennis III,2013,2015,2015,24855,1990
James Ennis III,2013,2015,2015,4971,1990
James Harden,2009,2022,2023,34320000,1989
James Harden,2009,2019,2022,42782880,1989
James Harden,2009,2016,2019,29491212,1989
James Harden,2009,2013,2017,15756438,1989
James Johnson,2009,2023,2023,1230816,1987
James Johnson,2009,2023,2023,18370,1987
James Johnson,2009,2023,2023,2241188,1987
James Johnson,2009,2022,2022,935216,1987
James Johnson,2009,2022,2022,2905851,1987
James Johnson,2009,2021,2021,2641691,1987
James Johnson,2009,2017,2019,14431700,1987
James Johnson,2009,2016,2016,4000000,1987
James Johnson,2009,2014,2015,2500000,1987
James Johnson,2009,2013,2013,680263,1987
James Johnson,2009,2013,2014,1005646,1987
James Jones,2003,2015,2015,1499187,1980
James Jones,2003,2016,2016,1551659,1980
James McAdoo,2014,2016,2016,980431,1993
James McAdoo,2014,2017,2017,50000,1993
James Nunnally,2013,2018,2019,1468807,1990
James Webb III,2016,2017,2017,815615,1993
James Young,2014,2017,2017,1524305,1995
James Young,2014,2018,2018,1621415,1995
James Young,2014,2020,2020,1737145,1995
Jamorko Pickett,2021,2022,2022,1637966,1997
Jamorko Pickett,2021,2023,2023,1801769,1997
JaMychal Green,2013,2017,2018,8100000,1990
JaMychal Green,2013,2019,2020,4886175,1990
JaMychal Green,2013,2020,2021,7379754,1990
JaMychal Green,2013,2021,2022,8200000,1990
JaMychal Green,2013,2022,2022,2628597,1990
JaMychal Green,2012,2022,2022,2628597,1990
JaMychal Green,2012,2021,2022,8200000,1990
JaMychal Green,2012,2020,2021,7379754,1990
JaMychal Green,2012,2019,2020,4886175,1990
JaMychal Green,2012,2017,2018,8100000,1990
Jared Butler,2021,2023,2025,1942824,2000
Jared Cunningham,2012,2021,2021,1789256,1991
Jared Cunningham,2012,2019,2019,1737145,1991
Jared Cunningham,2012,2015,2015,5773,1991
Jared Cunningham,2012,2015,2015,981348,1991
Jared Dudley,2007,2020,2020,2564753,1985
Jared Dudley,2007,2019,2019,2564753,1985
Jared Dudley,2007,2016,2018,10000000,1985
Jared Dudley,2007,2011,2015,4250000,1985
Jared Harper,2019,2021,2021,1669178,1997
Jared Harper,2019,2021,2021,9593,1997
Jared Harper,2019,2020,2020,9902,1997
Jared Sullinger,2012,2016,2016,5628000,1992
Jarell Eddie,2014,2017,2017,8612,1991
Jarell Eddie,2014,2017,2017,1524305,1991
Jarell Eddie,2014,2016,2016,5767,1991
Jarell Eddie,2014,2015,2016,771074,1991
Jarell Eddie,2014,2015,2015,845059,1991
Jarell Martin,2015,2019,2019,1737145,1994
Jaren Jackson Jr.,2018,2022,2025,26180000,1999
Jarnell Stokes,2014,2018,2018,1512601,1994
Jarnell Stokes,2014,2016,2017,1015838,1994
Jaron Blossomgame,2018,2019,2019,1445697,1993
Jarred Vanderbilt,2018,2024,2027,12000000,1999
Jarred Vanderbilt,2018,2021,2023,4374000,1999
Jarrett Allen,2017,2021,2025,20000000,1998
Jarrett Jack,2005,2018,2018,2393887,1983
Jarrett Jack,2005,2017,2017,2328652,1983
Jarrett Jack,2005,2016,2016,1551659,1983
Jarrett Jack,2005,2016,2016,9127,1983
Jarrett Jack,2005,2013,2016,6300000,1983
Jarrett Jack,2005,2009,2012,5000000,1983
Jarrod Uthoff,2016,2017,2017,1312611,1993
Jarrod Uthoff,2016,2019,2019,163356,1993
Jarrod Uthoff,2016,2019,2019,8168,1993
Jarrod Uthoff,2016,2019,2019,1445697,1993
Jarrod Uthoff,2016,2020,2020,1620564,1993
Jason Preston,2021,2023,2023,2019706,1999
Jason Smith,2007,2016,2018,5225000,1986
Jason Smith,2007,2015,2015,4300000,1986
Jason Smith,2008,2016,2018,5225000,1986
Jason Smith,2008,2015,2015,4300000,1986
Jason Terry,1999,2017,2017,2328652,1977
Jason Terry,1999,2016,2016,1551659,1977
Jason Terry,1999,2015,2015,1499187,1977
Jason Terry,1999,2012,2014,5225000,1977
Jason Terry,1999,2006,2011,9670500,1977
Jason Terry,1999,2003,2005,7500000,1977
Jason Thompson,2008,2016,2016,328955,1986
Jason Thompson,2008,2015,2015,328955,1986
JaVale McGee,2008,2015,2015,1270964,1988
JaVale McGee,2008,2016,2016,1403611,1988
JaVale McGee,2008,2017,2017,2116955,1988
JaVale McGee,2008,2018,2018,2393887,1988
JaVale McGee,2008,2019,2020,4100000,1988
JaVale McGee,2008,2021,2021,5000000,1988
JaVale McGee,2008,2022,2024,5734280,1988
JaVale McGee,2008,2023,2023,3196448,1988
Javon Freeman-Liberty,2022,2023,2024,1090700,1999
Javonte Green,2019,2021,2022,1742428,1993
Javonte Green,2019,2023,2023,136868,1993
Javonte Green,2019,2023,2023,12443,1993
Javonte Green,2019,2023,2023,2165000,1993
Jaxson Hayes,2019,2023,2024,2314473,2000
Jay Huff,2021,2022,2022,1637966,1997
Jay Huff,2021,2022,2022,1637966,1998
Jay Scrubb,2020,2022,2022,1836090,2000
Jaylen Adams,2018,2019,2019,163356,1996
Jaylen Adams,2018,2019,2019,1445697,1996
Jaylen Brown,2016,2020,2023,26583334,1996
Jaylen Brown,2016,2024,2028,57246000,1996
Jaylen Hoard,2019,2020,2020,1445697,1999
Jaylen Hoard,2019,2021,2021,9593,1999
Jaylen Hoard,2019,2021,2021,1669178,1999
Jaylen Morris,2017,2021,2021,9593,1995
Jaylen Morris,2017,2021,2021,1669178,1995
Jaylin Galloway,2023,2022,2022,6479000,1987
Jeenathan Williams,2022,2023,2023,1801769,1999
Jeff Ayres,2009,2015,2015,187750,1987
Jeff Ayres,2009,2015,2015,64741,1987
Jeff Ayres,2009,2015,2015,6474,1987
Jeff Dowtin,2020,2023,2024,1162327,1997
Jeff Dowtin,2020,2023,2023,2019706,1997
Jeff Dowtin,2020,2021,2021,5318,1997
Jeff Dowtin,2020,2021,2021,925258,1997
Jeff Green,2007,2016,2016,15000000,1986
Jeff Green,2007,2017,2017,2328652,1986
Jeff Green,2007,2018,2018,2393887,1986
Jeff Green,2007,2019,2019,695526,1986
Jeff Green,2007,2019,2019,14490,1986
Jeff Green,2007,2019,2019,2564753,1986
Jeff Green,2007,2020,2020,2564753,1986
Jeff Green,2007,2021,2022,4500000,1986
Jeff Green,2007,2023,2024,8000000,1986
Jeff Green,2007,2012,2015,8800000,1986
Jeff Green,2007,2011,2011,9000000,1986
Jeff Teague,2009,2020,2020,808073,1988
Jeff Teague,2009,2020,2020,2564753,1988
Jeff Teague,2009,2017,2019,19000000,1988
Jeff Teague,2009,2015,2016,855069,1989
Jeff Teague,2009,2014,2014,195440,1989
Jeff Teague,2009,2014,2014,6739,1989
Jeff Teague,2009,2014,2014,1145685,1989
Jeff Teague,2009,2013,2013,1027424,1989
Jeff Teague,2009,2013,2016,8000000,1988
Jeff Withey,2013,2017,2018,1686123,1990
Jeff Withey,2013,2015,2016,981486,1990
Jerami Grant,2014,2018,2020,9115384,1994
Jerami Grant,2014,2020,2022,20002500,1994
Jerami Grant,2014,2023,2027,32000000,1994
Jeremy Evans,2010,2015,2016,1163944,1987
Jeremy Evans,2010,2017,2017,10406,1987
Jeremy Evans,2010,2017,2017,1841849,1987
Jeremy Evans,2010,2012,2014,1750000,1987
Jeremy Lamb,2012,2023,2023,3196448,1992
Jeremy Lamb,2012,2019,2021,10500000,1992
Jeremy Lamb,2012,2016,2018,7000000,1992
Jeremy Lin,2010,2018,2018,697358,1988
Jeremy Lin,2010,2016,2018,12766667,1988
Jeremy Lin,2010,2015,2016,2187128,1988
Jeremy Lin,2010,2012,2014,8374646,1988
Jerian Grant,2015,2019,2019,196288,1992
Jerian Grant,2015,2020,2021,2006445,1992
Jericho Sims,2021,2022,2024,1886069,1998
Jermerrio Jones,2018,2021,2021,8558,1995
Jermerrio Jones,2018,2021,2021,1669178,1995
Jermerrio Jones,2018,2019,2019,1445697,1995
Jerome Robinson,2018,2022,2022,1902133,1997
Jerryd Bayless,2009,2016,2018,9000000,1988
Jevon Carter,2018,2020,2022,3833333,1995
Jevon Carter,2018,2021,2021,457149,1995
Jevon Carter,2018,2022,2023,2169972,1995
Jevon Carter,2018,2023,2025,6500000,1995
Jevon Carter,2018,2022,2024,1670744,1996
Jevon Carter,2018,2022,2022,10552,1996
Jevon Carter,2018,2022,2023,1916664,1996
Jevon Carter,2018,2020,2021,1208146,1996
Jevon Carter,2018,2023,2026,11717500,1997
Jevon Carter,2018,2020,2020,1620564,1995
Jimmer Fredette,2011,2018,2018,198580,1989
Jimmer Fredette,2011,2015,2015,931798,1989
Jimmer Fredette,2011,2015,2015,1015421,1989
Jimmer Fredette,2011,2015,2015,5973,1989
Jimmy Butler,2011,2015,2019,18467976,1989
Jimmy Butler,2011,2019,2022,35197650,1989
Jimmy Butler,2011,2023,2025,48798677,1989
Jimmy Butler,2019,2015,2019,18467976,1989
Jimmy Butler,2019,2023,2025,48798677,1989
Joakim Noah,2007,2016,2019,18147500,1985
Joakim Noah,2007,2018,2018,1731173,1985
Joakim Noah,2007,2019,2019,14490,1985
Joakim Noah,2007,2019,2020,1491397,1985
Jock Landale,2018,2023,2026,8000000,1995
Jock Landale,2018,2021,2022,1244388,1995
Jock Landale,2021,2023,2026,8000000,1995
Jodie Meeks,2009,2017,2018,3372250,1987
Jodie Meeks,2009,2018,2018,196724,1987
Jodie Meeks,2009,2018,2018,12295,1987
Joe Harris,2014,2020,2023,18750000,1991
Joe Harris,2014,2018,2019,8000000,1991
Joe Harris,2014,2016,2017,1015838,1991
Joe Ingles,2014,2015,2016,2150000,1987
Joe Ingles,2014,2017,2020,13000000,1987
Joe Ingles,2014,2021,2021,13036364,1987
Joe Ingles,2014,2022,2022,6479000,1987
Joe Ingles,2014,2023,2024,11000000,1987
Joe Ingles,2014,2019,2019,898310,1997
Joe Ingles,2014,2023,2023,2019706,1999
Joe Ingles,2014,2022,2022,357717,1999
Joe Ingles,2014,2022,2023,2900000,1998
Joe Ingles,2014,2020,2021,1208146,1998
Joe Johnson,2001,2021,2021,15182,1981
Joe Johnson,2001,2019,2019,2564753,1981
Joe Johnson,2001,2017,2017,749905,1981
Joe Johnson,2001,2016,2017,10752500,1981
Joe Johnson,2001,2015,2015,414481,1981
Joe Johnson,2001,2010,2015,20609682,1981
Joe Johnson,2001,2005,2009,13488377,1981
Joe Wieskamp,2021,2023,2023,2019706,1999
Joe Wieskamp,2021,2022,2023,1236943,1999
Joe Wieskamp,2021,2022,2022,9414,1999
Joe Wieskamp,2021,2022,2023,2187500,1999
Joel Anthony,2007,2015,2016,2500000,1982
Joel Anthony,2007,2016,2016,8298,1982
Joel Anthony,2007,2016,2016,497858,1982
Joel Anthony,2007,2016,2016,1410598,1982
Joel Anthony,2007,2017,2017,2328652,1982
Joel Bolomboy,2016,2017,2017,630350,1994
Joel Embiid,2014,2023,2026,53320232,1994
Joel Embiid,2014,2018,2022,29542010,1994
Joffrey Lauvergne,2014,2017,2018,1590199,1991
Joffrey Lauvergne,2013,2017,2018,1590199,1991
John Collins,2017,2021,2025,25000000,1997
John Henson,2012,2016,2019,12000000,1990
John Henson,2012,2020,2020,15891,1990
John Holland,2014,2015,2016,441951,1988
John Holland,2014,2016,2016,874636,1988
John Jenkins,2012,2018,2018,1757429,1991
John Jenkins,2012,2017,2017,1577230,1991
John Jenkins,2012,2015,2017,1070434,1991
John Jenkins,2012,2018,2018,486520,1991
John Jenkins,2012,2018,2018,9929,1991
John Konchar,2019,2024,2026,6165000,1996
John Konchar,2019,2020,2023,2250000,1996
John Wall,2010,2022,2023,6640975,1990
John Wall,2010,2019,2022,42782880,1990
John Wall,2010,2014,2018,16957900,1990
Johnathan Motley,2017,2020,2020,1678854,1995
Johnathan Williams,2018,2019,2019,914791,1995
Johnny O'Bryant,2014,2021,2021,1789256,1993
Johnny O'Bryant,2014,2016,2017,842894,1993
Johnny O'Bryant,2014,2016,2016,980431,1993
Johnny O'Bryant,2014,2016,2016,5767,1993
Jon Leuer,2011,2016,2019,10500000,1989
Jonah Bolden,2018,2019,2019,8168,1996
Jonas Jerebko,2009,2015,2016,5000000,1987
Jonas Jerebko,2009,2017,2018,4100000,1987
Jonas Jerebko,2009,2018,2018,2176260,1987
Jonas Valanciunas,2012,2022,2023,15067500,1992
Jonas Valanciunas,2012,2019,2021,15000000,1992
Jonas Valanciunas,2012,2016,2019,16000000,1992
Jonathan Holmes,2015,2017,2017,815615,1992
Jonathan Holmes,2015,2016,2016,543471,1992
Jonathan Isaac,2017,2021,2024,17400000,1997
Jonathon Simmons,2012,2017,2019,6666667,1989
Jonathon Simmons,2012,2015,2016,699865,1989
Jonathon Simmons,2015,2017,2019,6666667,1989
Jontay Porter,2019,2023,2023,2019706,1999
Jontay Porter,2019,2022,2022,1836090,1999
Jontay Porter,2019,2020,2022,1950000,1999
Jontay Porter,2020,2023,2023,2019706,1999
Jontay Porter,2020,2022,2022,1836090,1999
Jontay Porter,2020,2019,2019,197933,1999
Jordan Bell,2017,2019,2019,1620564,1995
Jordan Bell,2017,2019,2020,1006398,1995
Jordan Bell,2017,2020,2020,11499,1995
Jordan Bell,2017,2020,2020,1678854,1995
Jordan Bell,2017,2021,2021,10283,1995
Jordan Bell,2017,2021,2021,1789256,1995
Jordan Bell,2017,2023,2023,2346614,1995
Jordan Clarkson,2014,2016,2019,12500000,1992
Jordan Clarkson,2014,2020,2023,12880000,1992
Jordan Clarkson,2014,2024,2025,14189146,1992
Jordan Crawford,2010,2017,2017,67609,1988
Jordan Crawford,2010,2016,2017,941319,1988
Jordan Crawford,2010,2016,2016,6182,1988
Jordan Crawford,2010,2015,2015,1015421,1988
Jordan Farmar,2006,2016,2016,1344217,1986
Jordan Farmar,2006,2016,2016,1410598,1986
Jordan Farmar,2006,2015,2015,119660,1986
Jordan Farmar,2006,2015,2015,7977,1986
Jordan Ford,2020,2023,2023,1119563,1998
Jordan Ford,2020,2022,2022,1017781,1998
Jordan Ford,2020,2021,2021,925258,1998
Jordan Goodwin,2021,2023,2023,11608,1998
Jordan Goodwin,2021,2022,2024,1640080,1998
Jordan Goodwin,2021,2022,2022,1637966,1998
Jordan Hall,2022,2023,2023,1801769,2002
Jordan Hamilton,2011,2015,2015,59731,1990
Jordan Hamilton,2011,2015,2015,5973,1990
Jordan Hill,2009,2016,2017,4090000,1987
Jordan Hill,2009,2015,2015,4000000,1987
Jordan Hill,2009,2014,2014,9000000,1987
Jordan Hill,2009,2012,2013,3500000,1987
Jordan McRae,2015,2018,2019,831225,1991
Jordan McRae,2014,2018,2019,831225,1991
Jordan McRae,2014,2015,2016,492916,1991
Jordan McRae,2014,2015,2015,3089,1991
Jordan McRae,2014,2015,2015,525093,1991
Jordan Mickey,2015,2017,2017,1471382,1994
Jordan Nwora,2020,2022,2023,2900000,1998
Jordan Nwora,2020,2021,2022,3000000,1995
Jordan Nwora,2020,2012,2015,1879324,1990
Jordan Nwora,2020,2017,2017,2328652,1977
Jordan Poole,2019,2023,2026,32000000,1999
Jordan Schakel,2021,2023,2023,1801769,1998
Jordan Sibert,2015,2019,2019,1445697,1992
Jordan Sibert,2015,2018,2018,4737,1992
Jose Barea,2006,2015,2018,4000425,1984
Jose Barea,2006,2019,2019,2564753,1984
Jose Barea,2006,2020,2020,2564753,1984
Jose Calderon,2005,2016,2016,392478,1981
Jose Calderon,2005,2017,2017,2328652,1981
Jose Calderon,2005,2018,2018,2393887,1981
Jose Calderon,2003,2018,2018,2393887,1981
Jose Calderon,2003,2017,2017,2328652,1981
Jose Calderon,2003,2016,2016,392478,1981
Josh Green,2020,2024,2026,13666667,2000
Josh Hart,2017,2021,2023,12640000,1995
Josh Hart,2017,2024,2027,20228820,1995
Josh Jackson,2017,2020,2021,4886175,1997
Josh Jackson,2017,2022,2022,2133278,1997
Josh Magette,2012,2019,2019,8168,1989
Josh Magette,2012,2017,2017,75000,1989
Josh Magette,2012,2016,2016,543471,1989
Josh Magette,2016,2019,2019,8168,1989
Josh Magette,2016,2017,2017,75000,1989
Josh Reaves,2019,2020,2020,1445697,1997
Josh Richardson,2015,2018,2021,10491264,1993
Josh Richardson,2015,2022,2022,12196094,1993
Josh Richardson,2015,2023,2024,2971310,1993
Josh Smith,2004,2017,2017,2170777,1985
Josh Smith,2004,2015,2015,1499187,1985
Josh Smith,2004,2014,2014,2077000,1985
Josh Smith,2004,2013,2016,13500000,1985
Josh Smith,2004,2008,2012,11600000,1985
Joshia Gray,2017,2021,2021,1669178,1993
Joshia Gray,2017,2020,2020,1620564,1993
Joshia Gray,2017,2020,2022,1764740,1993
Joshua Primo,2021,2023,2023,1980656,2002
Jrue Holiday,2009,2024,2027,33600000,1990
Jrue Holiday,2009,2021,2024,33749333,1990
Jrue Holiday,2009,2017,2021,25200000,1990
Jrue Holiday,2009,2008,2011,1332850,1986
Jrue Holiday,2009,2022,2022,1902133,1997
Jrue Holiday,2009,2021,2023,1270879,1997
Jrue Holiday,2009,2021,2021,9593,1997
Jrue Holiday,2009,2021,2021,1669178,1997
Jrue Holiday,2009,2019,2019,2564753,1981
Jrue Holiday,2009,2017,2019,7353333,1981
Jrue Holiday,2009,2013,2016,6000000,1981
Jrue Holiday,2009,2010,2012,5000000,1981
Jrue Holiday,2009,2005,2009,4398800,1981
Jrue Holiday,2009,2019,2019,2174318,1990
Jrue Holiday,2009,2018,2018,64185,1990
Jrue Holiday,2009,2018,2018,10697,1990
Jrue Holiday,2009,2017,2018,1821740,1990
Jrue Holiday,2009,2016,2017,8000000,1990
Juan Toscano-Anderson,2019,2020,2021,1029944,1993
Juan Toscano-Anderson,2019,2022,2022,1902133,1993
Juan Toscano-Anderson,2019,2023,2023,12443,1993
Juan Toscano-Anderson,2019,2023,2023,1517989,1993
Juan Toscano-Anderson,2015,2023,2023,12443,1993
Juan Toscano-Anderson,2015,2023,2023,1517989,1993
Juan Toscano-Anderson,2015,2022,2022,1902133,1993
Juan Toscano-Anderson,2015,2020,2021,1029944,1993
Juan Toscano-Anderson,2015,2019,2019,1216930,1993
Juan Toscano-Anderson,2015,2019,2019,898310,1993
Juancho Hernangomez,2016,2022,2022,2298385,1995
Juancho Hernangomez,2016,2020,2022,7012440,1995
Jules Bernard,2022,2023,2023,1119563,2000
Julian Champagnie,2022,2023,2026,3000000,2001
Julius Randle,2014,2022,2025,29272320,1994
Julius Randle,2014,2019,2021,20700000,1994
Julius Randle,2014,2018,2019,8857025,1994
Justin Anderson,2015,2019,2019,196288,1993
Justin Anderson,2015,2019,2019,9814,1993
Justin Anderson,2015,2019,2019,1737145,1993
Justin Anderson,2015,2020,2021,2006445,1993
Justin Anderson,2015,2021,2021,11146,1993
Justin Anderson,2015,2021,2021,1939350,1993
Justin Anderson,2015,2022,2022,2298385,1993
Justin Bibbs,2018,2019,2019,1445697,1996
Justin Champagnie,2021,2023,2023,11608,2001
Justin Champagnie,2021,2023,2023,2019706,2001
Justin Champagnie,2021,2022,2023,978069,2001
Justin Champagnie,2021,2022,2023,1782931,2001
Justin Hamilton,2013,2016,2017,3000000,1990
Justin Harper,2011,2016,2016,5975,1989
Justin Harper,2011,2015,2015,4971,1989
Justin Harper,2011,2015,2015,845059,1989
Justin Holiday,2012,2015,2016,981486,1989
Justin Holiday,2012,2017,2018,4500000,1989
Justin Holiday,2012,2019,2019,4767000,1989
Justin Holiday,2012,2020,2022,6006420,1989
